ApplNo,device_sort_index,device_name,objectName,SetDeviceInstallationLocation,description,node_name,node_id,node_type,OccSens_En,instanceNumber,node_sort_index,node_path_index,id,site_id,RS485_Baudrate,RS485_Address,RS485_BusProtokoll,AI_Cnfg,Vmin_m3h,EnableAirQualityIndication,SetCo2LimitGoodAirQuality,SetCo2LimitModerateAirQuality,SetControlMode,VmaxH_m3h,VmaxC_m3h,Vnom_m3h,Damp_RotDir,Temp_Sp_H_Shift_ECO,Temp_Sp_C_Shift_ECO,POnMode,DmpPos_OFF,Temp_Max,Temp_Min,CO2_Calib_Min,CO2_Calib_Max,p_dep_mode,Act_SyncPos,dp_at_Vnom_Cal,SetBacnetWatchdogTimeout
2.0,0.0,DVS-150,6F-VAV-11,Unknown,,"AHU-1,VAV-11",357b1349-d09f-41c7-8be8-f0fe6dfce564,ROOM,0.0,611.0,10.0,0.0,15952.0,873.0,2.0,11.0,1.0,2.0,56.1,1.0,1000.0,1500.0,1.0,561.0,561.0,1101.6,1.0,,,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,155.0,120.0
2.0,27.0,VAV-Demo-24,VAV-44,2/F,ZoneEase VAV Training,ZoneEase VAV Training,32421098-95e8-4c3a-ab8e-978283a43657,ROOM,0.0,44.0,0.0,0.0,1174.0,945.0,2.0,44.0,1.0,2.0,400.0,1.0,1000.0,1500.0,1.0,2000.0,2000.0,2500.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,120.0
2.0,0.0,VAV PID-250,VAV-33,VAV-33,0,VAV-33,690ceb62-621a-4090-b338-34f46594e6d6,ROOM,0.0,33.0,32.0,0.0,7160.0,3684.0,3.0,33.0,1.0,1.0,186.8911875,1.0,1000.0,1500.0,1.0,1868.911875,1868.911875,2055.803063,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,12.0,08-23-249--200-4105,VAV-13,n.a,DVS-200,n.a,64e9e590-9720-4ea3-92af-4d1c8823f8cb,ROOM,0.0,513.0,0.0,0.0,16567.0,7476.0,2.0,13.0,1.0,1.0,306.0,1.0,1000.0,1500.0,1.0,1530.0,1530.0,1700.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,170.0,120.0
2.0,0.0,VAV-PID-300,VAV-125,VAV-125,0,VAV-125,3dd001ff-0673-4187-a038-d265613d9f37,ROOM,0.0,125.0,73.0,0.0,13440.0,6130.0,3.0,125.0,1.0,1.0,504.6062063,1.0,1000.0,1500.0,1.0,3364.041375,3364.041375,3700.445513,1.0,0.0,0.0,3.0,0.0,30.0,17.77777778,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,1.0,145-CCS-2-6th F-AHU-03-VAV-24A,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,JOINT SECRETERY CABIN,7909d20a-524a-4755-9006-03783999dcf5,ROOM,0.0,209.0,2.0,0.0,23119.0,9952.0,2.0,82.0,1.0,2.0,204.0,1.0,1000.0,1500.0,,1360.0,1360.0,1428.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,195.0,120.0
2.0,0.0,CDB-8,2F-BB-VAV-03,2F-BB-VAV-03,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,2F-BB-VAV-03,b9f40a55-73c4-4087-94ce-b7296d994850,ROOM,0.0,203.0,2.0,0.0,11405.0,5331.0,2.0,3.0,1.0,2.0,204.0,1.0,1000.0,1500.0,1.0,1020.0,1020.0,1700.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,233.0,120.0
2.0,3.0,ELI-VAV-04,ELI-VAV-04,ELI-VAV-04,ELIPTICAL,ELIPTICAL,85333b94-ca47-4423-8e07-4c8f2e159ac6,ROOM,0.0,11104.0,1.0,0.0,18314.0,8075.0,1.0,38.0,1.0,1.0,815.6,1.0,1000.0,1500.0,1.0,4078.2,4078.2,4079.0,1.0,2.0,2.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,48.0,120.0
2.0,0.0,1116,TYPE E VAV-AHU/1-16,Zone 1/1,Level 11,TYPE E VAV-AHU/1-16,4918871d-d40b-42b2-979c-5c0e0e668c92,ROOM,0.0,1116.0,0.0,0.0,27629.0,11229.0,2.0,16.0,1.0,2.0,1359.2,1.0,1000.0,1500.0,1.0,2378.6,2378.6,2439.8,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,248.8,120.0
2.0,8.0,1A_7F_V8_25,1A_7F_V8_25,1A_7F_54,V8_VAV_5000_08,D,95c2b2cb-d067-4db0-8620-419231cb2a56,ROOM,0.0,2107054.0,3.0,0.0,25821.0,8128.0,2.0,54.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,2.0,03-24-831--150-17026,12FL/AHU01/VAV-19,08 PAX MEETING 4A,DVS-150,AHU01,1189d4d3-529f-49db-ae40-7280fb12ab36,ROOM,0.0,12119.0,0.0,0.0,21216.0,9192.0,2.0,35.0,1.0,1.0,204.0,1.0,1000.0,1500.0,1.0,1020.0,1020.0,1190.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,326.0,120.0
2.0,4.0,3RDMCVAV-13.1,ZoneEase VAV,MC,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,MC,867a3061-0960-4661-8366-784c246ff045,ROOM,0.0,35.0,0.0,0.0,4973.0,2528.0,2.0,71.0,1.0,2.0,127.4246071,1.0,1000.0,1500.0,1.0,543.6783237,543.6783237,846.0,1.0,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,214.0,120.0
2.0,6.0,12-23-575--350-10262,AHU02/VAV02,n.a,DVS-350,AHU02,52a74160-a65e-48d8-b16e-509e0e6f19b4,ROOM,0.0,9052.0,1.0,0.0,19108.0,8383.0,2.0,52.0,1.0,1.0,714.0,1.0,1000.0,1500.0,1.0,3570.0,3570.0,5100.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,248.0,120.0
2.0,0.0,DVS-150,AHU-2-VAV-02,9th Floor,,AHU-2-VAV-02,6754fd20-5422-4817-b634-2ce354bc14a9,ROOM,0.0,126.0,25.0,0.0,2828.0,1691.0,2.0,26.0,1.0,2.0,102.0,1.0,1000.0,1500.0,1.0,1020.0,1020.0,1101.6,1.0,,,2.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,165.0,120.0
2.0,11.0,"1ST FLOOR AHU-1 VAV-12, 450 CFM 6"" DIA 12",ZoneEase VAV,VAV-12,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,AHU-1,11433293-4bb5-4d25-830c-5cbe0cd8f85a,ROOM,0.0,13.0,0.0,0.0,14894.0,6780.0,2.0,13.0,1.0,2.0,76.5,1.0,1000.0,1500.0,1.0,764.6,764.6,934.5,0.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,248.8,120.0
1.0,789.0,Box 790,1,1,1,Room 1,0#0#0,ROOM,0.0,790.0,0.0,0.0,332.0,332.0,2.0,112.0,1.0,2.0,1.0,1.0,1000.0,1500.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,23.0,11.0,1.0,1.0,1.0,1.0,0.0,120.0
2.0,9.0,VAV-10,SMT AREA,WORK ST,NPI BLOCK,AHU ROOM 04,1ab27290-8e73-436c-b055-eab3bd8b32bd,ROOM,0.0,66.0,3.0,0.0,25248.0,9374.0,2.0,66.0,1.0,1.0,816.0,0.0,1000.0,1500.0,1.0,4080.0,4080.0,5559.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,100.0
2.0,49.0,VAV50,RIGHT WING,NORTH SIDE,RIGHT WING,RIGHT WING NORTH SIDE,48603473-998f-4393-911f-d211c97de09c,ROOM,0.0,51.0,0.0,0.0,22672.0,8769.0,2.0,51.0,1.0,1.0,1054.0,0.0,1000.0,1500.0,1.0,4420.0,4420.0,5559.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,100.0
2.0,0.0,CDB-08,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,10F-VAV-1,3aaec9f1-208a-42d1-a726-2f6df7bdee2d,ROOM,0.0,1001.0,0.0,0.0,16649.0,7509.0,2.0,1.0,1.0,2.0,68.0,1.0,800.0,1250.0,1.0,680.0,680.0,1700.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,218.0,120.0
2.0,4.0,07-22-74--350-16132,12F-A1-VAV-11,n.a,DVS-350,AHU1,e6b55ce7-49e3-4f2b-ab14-8b26a8795a49,ROOM,0.0,1209.0,0.0,0.0,11328.0,5301.0,2.0,9.0,1.0,1.0,1020.0,1.0,1000.0,1500.0,1.0,5100.0,5100.0,5440.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,143.0,120.0
2.0,51.0,02-23-608-300-25635,VAV-16,N.A,DVS 300,,2646d1b2-6763-4d22-9a1b-7db226cd935c,ROOM,0.0,4452.0,0.0,0.0,13813.0,6280.0,2.0,52.0,1.0,1.0,482.0,1.0,1000.0,1500.0,1.0,2409.0,2409.0,3740.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,138.0,120.0
4.0,6.0,1A_17F_V8H_29,1A_17F_V8H_29,1A_17F_29,V8H_VAV_50E1_08,D,3480506c-d468-4088-b57a-a606a144f1b9,ROOM,0.0,2117029.0,3.0,0.0,16606.0,7416.0,2.0,29.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,1.0,01-25-820--675X350-15698,14TH FLR/AHU-02/EVAV-12,N.A,DVFO-CCB-675X350,AHU-02,3cadbe4e-5e30-4184-99fa-37e63aac8f36,ROOM,0.0,14112.0,1.0,0.0,27553.0,11848.0,2.0,70.0,1.0,1.0,897.6,1.0,1000.0,1500.0,1.0,4488.0,4488.0,5200.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,254.0,120.0
2.0,23.0,VAV-H2-413,ZoneEase VAV,HO2,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,HO2,7971f3e9-b00d-4808-912c-4f0dbbd4ab15,ROOM,1.0,320050.0,0.0,0.0,14240.0,6526.0,0.0,12.0,1.0,2.0,1605.55005,1.0,1000.0,1500.0,1.0,2293.642928,2293.642928,3420.0,,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,250.0,120.0
2.0,8.0,05-24-98--250-2580,12F-Z3-VAV-51,Lift Lobby,DVS250,Z3,6835d91e-c8a0-40f5-8fa7-c09ec020d9f0,ROOM,0.0,12351.0,2.0,0.0,22589.0,9725.0,2.0,51.0,1.0,1.0,374.0,1.0,1000.0,1500.0,1.0,1870.0,1870.0,2702.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,237.0,120.0
2.0,0.0,VAV-PID-125,,,0,80VAV-PID-125,d67987e9-f89e-4c08-afc2-c32042e5f209,ROOM,0.0,80.0,15.0,0.0,3594.0,1991.0,3.0,80.0,1.0,2.0,56.1,1.0,1000.0,1500.0,1.0,561.0,561.0,617.1,1.0,0.0,5.0,3.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,360.0,120.0
2.0,0.0,Box M30-2.15 Büro,Box M30-2.15 Büro,,,15,2#1#1,ROOM,0.0,5141.0,1.0,0.0,234.0,234.0,2.0,15.0,1.0,2.0,1420.0,1.0,1000.0,1500.0,1.0,68590.0,68590.0,69590.0,0.0,2.0,5.0,2.0,1.0,22.0,15.0,1420.0,68590.0,1.0,1.0,426.0,120.0
3.0,22.0,RSV-TU-1-I-10-L-(D-SA)-23,VAV-24.13,VAV-24.13,Royal. VAV,24,3992c696-0b3d-40ef-a0eb-48b1d0ac3d86,ROOM,0.0,2413.0,0.0,0.0,12401.0,5740.0,2.0,13.0,1.0,2.0,1144.8,1.0,1000.0,1500.0,1.0,2289.6,2289.6,2800.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,290.0,120.0
2.0,1.0,01-23-474--575X250-23843,10F-A2-EVAV-02,N.A,DVS-575X250,A-2,20148682-6daa-4c2b-84e7-b65f0430c8ce,ROOM,0.0,2083.0,1.0,0.0,13331.0,6078.0,2.0,83.0,1.0,1.0,462.4,1.0,1000.0,1500.0,1.0,1360.0,1360.0,3060.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,28.0,120.0
3.0,0.0,VAV11,vav11,1,1,1,c6e72996-7e3c-45f2-b38c-702adda4dff9,ROOM,1.0,133.0,0.0,0.0,27946.0,11974.0,1.0,11.0,1.0,2.0,0.0,,1000.0,1500.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,28.0,18.0,1.0,100.0,0.0,1.0,0.0,200.0
2.0,0.0,CDB-06,9F-VAV-21,9F-VAV-21,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,9F-VAV-21,02592f8a-f1f1-4420-aea4-70d73a98181e,ROOM,0.0,921.0,20.0,0.0,11318.0,5296.0,2.0,21.0,1.0,2.0,102.0,1.0,1000.0,1500.0,1.0,510.0,510.0,901.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,233.0,120.0
2.0,0.0,VAV PID -150,VAV -49,1 ST Floor,0,VAV-49,4737852f-fca7-4600-a11a-87041162f3a3,ROOM,0.0,49.0,48.0,0.0,1467.0,1164.0,3.0,49.0,1.0,2.0,25.0,1.0,1000.0,1500.0,1.0,250.0,250.0,3500.0,,0.0,5.0,3.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,360.0,120.0
8.0,0.0,25,VAV25,6F,SIXTH_FLOOR,ZONE-15,fc92dfd3-2053-4637-8ddb-8443d9d37458,ROOM,0.0,603625.0,2.0,0.0,10738.0,5063.0,2.0,25.0,1.0,2.0,52.83923574,1.0,1000.0,1500.0,1.0,528.3923574,528.3923574,1005.814391,0.0,0.0,2.777777778,1.0,1.0,29.44444444,10.0,0.0,2000.0,1.0,1.0,191.6068,120.0
